tweet,label,sanitized
"منذ ١٣سنة بغداد تنز� وتعطي الدماء الطاهرة الزكية مابين رجال ونساء طاعنين �ي السن وشباب واط�ال ابرياء وما من معين او احد يلت�ت لنا، ساعدوا بغداد العروبة ساعدوا العراق قبل ان يخت�ي.Since the 13-year- bleed Baghdad and give the blood pure and pure between men and women too old and young and innocent children and of a certain or one turns to us, helped Baghdad helped Iraq before it disappears.#Where_is_the_humanity #انقذونا يا #عالمبكل لغات العالم #بالعربية #بغداد_تنز� #بالصينية #巴格�出血#بالانكليزية #Baghdad_bleed#بال�رنسية #Baghdad_purge#بالالمانية #Baghdad_bluten#بالهندية #भरो बगदाद#بالروسية #Багдад�кий_отбираемого#بالتركية #Bağdat_kanamaانقذوا بغدادنا 💔",0,"منذ ١٣سنة بغداد تنز� وتعطي الدماء الطاهرة الزكية مابين رجال ونساء طاعنين �ي السن وشباب واط�ال ابرياء وما معين احد يلت�ت لنا، ساعدوا بغداد العروبة ساعدوا العراق قبل يخت�ي.Since 13-year- bleed Baghdad blood pure pure men women old young innocent children certain turns us, helped Baghdad helped Iraq disappears.#Where_is_the_humanity #انقذونا #عالمبكل لغات العالم #بالعربية #بغداد_تنز� #بالصينية #巴格�出血#بالانكليزية #Baghdad_bleed#بال�رنسية #Baghdad_purge#بالالمانية #Baghdad_bluten#بالهندية #भरो बगदाद#بالروسية #Багдад�кий_отбираемого#بالتركية #Bağdat_kanamaانقذوا بغدادنا 💔"
😳�,0,😳�
Joshua wonder if I can pull off the top of a life-size one as well 😆😆😆,0,Joshua wonder pull life-size 😆😆😆
Fathima Sayed Still can't believe they closed down the Malaria unit in Durban😯,0,Fathima Sayed not believe closed Malaria unit Durban😯
😢😢😢,0,😢😢😢
I have to use chrome books 😡,0,use chrome books 😡
Hamide 😲😲,0,Hamide 😲😲
WHO WANTS TO MAKE EXTRA MONEY 👀👀👀💯💯,0,WANTS EXTRA MONEY 👀👀👀💯💯
The Official Music Video is out now link my bio  http://youtu.be/w-f7Cd1Lso8  #StopthatCuffin 💯🔥💪🔌,0,Official Music Video link bio
Cathy Lopez 😃,0,Cathy Lopez 😃
Cool�😉,0,Cool�😉
You can seem to structure your buildings nicely but not your programs! 😩,0,structure buildings nicely not programs! 😩
Buildings as beautiful as Windows 10 😎,0,Buildings beautiful Windows 10 😎
"https://mobile.facebook.com/rommelgarciadigitalvideoandphotography/photos/a.1336183089760019.1073742011.226123074099365/1336183723093289/?_e_pi_=7%2CPAGE_ID10%2C3843306633PTPA GUYS NEED YOUR HELP, PLEASE LIKE👆👆�👆👆. GOD BLESS.",0,
"Adrian, have you seen the building we're moving to... 😑",0,"Adrian, seen building moving to... 😑"
Nicole Rammell Bijal Aftab Kevin 😭😭,0,Nicole Rammell Bijal Aftab Kevin 😭😭
😱😱 Alejandro Albagli 👌,0,😱😱 Alejandro Albagli 👌
3 times my Windows 10 start menu and Cortana have hosed themselves. I've tried every trick in the forums and youtube. Only a reset works... time to try Ubuntu again. 😠,0,3 times Windows 10 start menu Cortana hosed themselves. tried trick forums youtube. reset works... time try Ubuntu again. 😠
Windows Phone 10 not 64bit vs Android 64bit and ios 64bit 😢👎,0,Windows Phone 10 not 64bit vs Android 64bit ios 64bit 😢👎
Windows Phone 10 not 64bit😢,0,Windows Phone 10 not 64bit😢
Fix your 💩 servers.,0,Fix 💩 servers.
Α�γυ�ώ Κάλλου Μελίνα Βαγγελή λετε να μαστε οι επομενες? 😉,0,Α�γυ�ώ Κάλλου Μελίνα Βαγγελή λετε μαστε επομενες? 😉
bạn dùnv win mấy đó bạn 😅,0,ben win ben 😅
Wow gaLing 😚,0,Wow gaLing 😚
My students know her...I have made sure of that! 😉,0,students know her...I sure that! 😉
My daughter was Marie Curie for her wax museum project... she definitely suffered for her passion of science and the world is better because of her 😊,0,daughter Marie Curie wax museum project... definitely suffered passion science world better 😊
"Unfortunately it is about the gender. It's a male orientated world and ignoring this fact does not make it go away. Another thing to remember is that university education was not available to women back in the day, and even today basic education is denied in many parts of the world due to gender. A sad fact😕",0,"Unfortunately gender. male orientated world ignoring fact not away. thing remember university education not available women day, today basic education denied parts world gender. sad fact😕"
"I quite agree wiv u ^, but no.1 women aren't a minorority and no.2, try telling your opinion to all the misogynistic and sexist men out there😊",0,"agree wiv ^, no.1 women not minority no.2, try telling opinion misogynistic sexist men there😊"
I thought Art Fry invented post its while working for 3m. 😊,0,thought Art Fry invented post working 3m. 😊
"This is absolutely awesome  I learned something else new today 😄 ... all you young parents, and I work with a lot of you, share these accomplishments with your baby girls!!!!",0,"absolutely awesome learned new today 😄 ... young parents, work lot you, share accomplishments baby girls!!!!"
"Perhaps they meant ""women, inventors""? 😜",0,"meant ""women, inventors""? 😜"
Mary Anderson invented windshield wipers 😀,0,Mary Anderson invented windshield wipers 😀
YEA 😀😀😀,0,YEA 😀😀😀
I am 59 years old and I didn't know  I didn't know...😕,0,59 years old not know not know...😕
"Microsoft really actually wanted to comment, ""we wish he would've used Bing instead of Google to search"" 😂",0,"Microsoft actually wanted comment, ""we wish Bing instead Google search"" 😂"
Bravo MS. Really good move. You know what I mean�😉,0,Bravo MS. good move. know mean�😉
😘,0,😘
💖😙,0,💖😙
"Myself, Glo Glov USA 😋",0,"Myself, Glo Glov USA 😋"
Great vídeo ! Now I know 😉,0,Great video ! know 😉
If the world was only females they whould stay riding donkeys in 2016 😂,0,world females stay riding donkeys 2016 😂
We as women can do any thing the Lord allow us to do thank you Father. Amen!✌💓😜,0,women thing Lord allow thank Father. Amen!✌💓😜
Sarah Yassin Olaya Yassin ذكروني بلأورال😂 عن الرياضيين,0,Sarah Yassin Olaya Yassin ذكروني بلأورال😂 الرياضيين
We are ladies with power 👸�,0,ladies power 👸�
Woman inventors what!😱 �,0,Woman inventors what!😱 �
How neat to find. Out about these women Celebrate them BUT TODAY IS INTERNATIONAL WOMENS DAY CELEBRATE YOURSELF YOUR MOMS GRANDMOMS AND ALL YOUR GIRLFRIENDS.    💃💃😎🌷,0,neat find. women Celebrate TODAY INTERNATIONAL WOMENS DAY CELEBRATE MOMS GRANDMOMS GIRLFRIENDS. 💃💃😎🌷
Omg my friends daughter is the 2 girl Rose Walsh 😘,0,Omg friends daughter 2 girl Rose Walsh 😘
Ha I knw ds is called video.. Haw 😱 lol,0,Ha know ds called video.. Haw 😱 lol
Check out and follow on Facebook A Mighty Girl To see more great things and posts about women😀,0,Check follow Facebook Mighty Girl great things posts women😀
Katrine the sad truth 😭,0,Katrine sad truth 😭
"This is truly an amazing & inspiring video! I can't imagine how today's text books, don't make mention of these extraordinary accomplishments, by genius women, in todays modern world; I think it's important! Thank you Microsoft!📚�📓�",0,"truly amazing & inspiring video! not imagine today's text books, not mention extraordinary accomplishments, genius women, todays modern world; think important! Thank Microsoft!📚�📓�"
Lauren Fletcher things to teach the girls while home schooling😉,0,Lauren Fletcher things teach girls home schooling😉
All those names were so fast that i couldn't seee any name well 😪,0,names fast not 😪
Marie Cure Sklodowska Nobel prize winner 1911 born in Poland 💕,0,Marie Cure Sklodowska Nobel prize winner 1911 born Poland 💕
Wow amee🙌 girl powerrrr,0,Wow amee🙌 girl powerrrr
Jajaja 💪�💪�,0,Jajaja 💪�💪�
Betty Crocker 😜�,0,Betty Crocker 😜�
Madame Curie 😊,0,Madame Curie 😊
Dominic Cerchio wahooo 😊,0,Dominic Cerchio whoop 😊
😂 i  just know Maria Skłodowska and Maryam Kushyar.,0,😂 know Maria Skłodowska Maryam Kushyar.
رائع جميل  جيد  10%10 ممتازه الله 👭,0,رائع جميل جيد 10%10 ممتازه الله 👭
💪,0,💪
Ruth Wakefield. Invented the chocolate chip cookie !!  God bless her !!  😊,0,Ruth Wakefield. Invented chocolate chip cookie !! God bless !! 😊
I love it �💕,0,love �💕
Very true!...😔,0,true!...😔
ALyssa maybe you've seen this.. 🙈😭 save our girls! Your name even shows up! Best Microsoft commercial ever!,0,ALyssa maybe seen this.. 🙈😭 save girls! shows up! Best Microsoft commercial ever!
Congratulations and thank you for sharing your intelligence and knowledge! God Bless you!😊,0,Congratulations thank sharing intelligence knowledge! God Bless you!😊
Joe Wonder  just delete your comments. This woman is out of your league. #respect ✌��,0,Joe Wonder delete comments. woman league. #respect ✌��
Nitu Terapanthi Yes!  Thank you!!!!  😊,0,Nitu Terapanthi Yes! Thank you!!!! 😊
I wonder why?🕟🕓I'll wait for the answer...,0,wonder why?🕟🕓I wait answer...
Slow the video down so we could remember the name n inventions!!😞😣,0,Slow video remember n inventions!!😞😣
Yo no conocía ninguna 😮,0,Yo no conoco lingua 😮
😢��,0,😢��
"I'm not trying to incite conflict but I would bet, before this video, these girls have never doubted their ability to be an inventor/scientist, regardless of their gender. NOW we have made them aware that all the well-known inventors are male. NOW that idea is in their head. Sometimes I wonder if pushing kids to talk about diversity and equality actually puts the thought in their head when otherwise they wouldn't have even considered they were any different, inferior, or superior than any other person.  Just a thought.  😊",0,"not trying incite conflict bet, video, girls doubted ability inventor/scientist, regardless gender. aware well-known inventors male. idea head. wonder pushing kids talk diversity equality actually puts thought head not considered different, inferior, superior person. thought. 😊"
Respect them by giving them 2 seconds more EACH so it can actually be read. 😒,0,Respect giving 2 seconds actually read. 😒
Kristy Fletcher😀,0,Kristy Fletcher😀
The country code for LIBYA is +218 not +318 Can you fixed it PLEASE 😭😭😭,0,country code LIBYA +218 not +318 fixed 😭😭😭
Ankita Prasad ✊�✊�����,0,Ankita Prasad ✊�✊�����
There's Mary Curry.😒,0,Mary Curry.😒
X ncb.  '.     M.    😒😒🇪🇸🎰 n. Qlk🎂😌,0,X ncb. '. M. 😒😒🇪🇸🎰 n. Qlk🎂😌
Something to teach the kids. 😊,0,teach kids. 😊
Beutiful😘,0,Beutiful😘
Me 😆 and all our Globaloria students are creative inventors! 🌟,0,😆 Globaloria students creative inventors! 🌟
Stephanie Epperson this is the video I was taking about. I totally thought it was HP lol 😅,0,Stephanie Epperson video taking about. totally thought HP lol 😅
Sounds like this needs to be addressed😊,0,Sounds like needs addressed😊
"Ok Microsoft, you still must not want the world to know the names of these women!  You flashed their names so fast who could pen them to paper to pass on to our younger generation or ant generation??? Do this again and slow it down!  I do care And I am sure I am not alone.😊",0,"Ok Microsoft, not want world know names women! flashed names fast pen paper pass younger generation ant generation??? slow down! care sure not alone.😊"
👌�wow I had no idea at all...�,0,👌�wow no idea all...�
Sara Blakely....any guesses what she invented???  Anyone? 😊,0,Sara Blakely....any guesses invented??? Anyone? 😊
Micaela 😊,0,Micaela 😊
😖,0,😖
Yes yes yes even I will be a women Inventor very soon ..Eagerly waiting to break the stereotype ..thanks for the motivation 😊,0,Yes yes yes women Inventor soon ..Eagerly waiting break stereotype ..thanks motivation 😊
